id,x,y
9,512,615
9,511,614
9,511,597
9,510,596
9,510,563
9,509,562
9,509,549
9,508,548
9,508,532
9,507,531
9,507,519
9,506,518
9,506,505
9,505,504
9,505,493
9,504,492
9,504,469
9,503,468
9,503,455
9,502,454
10,506,446
10,506,449
10,504,451
10,504,455
10,507,455
10,508,456
10,508,462
10,509,463
10,509,466
10,510,467
10,511,478
10,512,479
10,512,482
10,513,483
10,513,489
10,514,490
10,514,493
10,515,494
10,515,498
10,516,499
10,516,504
10,517,505
10,517,508
10,518,509
10,518,516
10,519,517
10,519,520
10,520,521
10,520,524
10,521,525
10,521,530
10,522,531
10,523,542
10,524,543
10,524,547
10,525,548
10,525,552
10,526,553
10,526,559
10,527,560
10,527,564
10,528,565
10,528,572
10,530,576
10,530,581
10,531,582
10,531,588
10,532,589
10,532,593
10,533,594
10,533,600
10,534,601
10,534,606
10,535,607
10,535,611
10,536,612
10,536,618
10,537,619
10,537,624
10,538,625
10,538,632
10,539,633
10,539,636
10,540,637
10,540,642
10,541,643
10,541,650
10,542,651
10,542,655
10,543,656
10,543,661
10,544,662
10,544,668
10,545,669
10,545,673
10,546,674
10,545,673
10,545,669
10,544,668
10,544,662
10,543,661
10,543,656
10,542,655
10,542,651
10,541,650
10,541,643
10,540,642
10,540,637
10,539,636
10,539,633
10,538,632
10,538,625
10,537,624
10,537,619
10,536,618
10,536,612
10,535,611
10,535,607
10,534,606
10,534,601
10,533,600
10,533,594
10,532,593
10,532,589
10,531,588
10,531,582
10,530,581
10,530,576
10,528,572
10,528,565
10,527,564
10,527,560
10,526,559
10,526,553
10,525,552
10,525,548
10,524,547
10,524,543
10,523,542
10,523,537
10,522,536
10,521,525
10,520,524
10,520,521
10,519,520
10,519,517
10,518,516
10,518,509
10,517,508
10,517,505
10,516,504
10,516,499
10,515,498
10,515,494
10,514,493
10,514,490
10,513,489
10,513,483
10,512,482
10,512,479
10,511,478
10,511,473
10,510,472
10,510,467
10,509,466
10,509,463
10,508,462
10,508,456
10,507,455
11,512,446
11,512,450
11,514,452
11,514,456
11,516,458
11,516,461
11,518,464
11,518,468
11,520,469
11,520,472
11,524,480
11,524,483
11,526,485
11,526,488
11,528,491
11,528,494
11,530,496
11,530,499
11,534,507
11,534,510
11,538,518
11,538,521
11,540,523
11,540,527
11,542,529
11,542,532
11,544,534
11,544,538
11,548,546
11,548,549
11,552,557
11,552,560
11,554,563
11,554,566
11,558,574
11,558,578
11,560,580
11,560,583
11,562,586
11,562,589
11,564,592
11,564,596
11,566,598
11,566,601
11,568,604
11,568,607
11,570,609
11,570,612
11,572,615
11,572,618
11,574,621
11,574,625
11,576,627
11,576,630
11,578,633
11,578,637
11,580,639
11,580,643
11,582,646
11,582,649
11,584,652
11,584,656
11,586,658
11,586,661
11,588,664
11,588,667
11,590,669
11,590,676
11,590,669
11,588,667
11,588,663
11,586,661
11,586,657
11,584,656
11,584,651
11,582,649
11,582,645
11,580,643
11,580,639
11,578,637
11,578,632
11,576,630
11,576,627
11,574,625
11,574,620
11,572,618
11,572,614
11,570,612
11,570,609
11,568,607
11,568,603
11,566,601
11,566,597
11,564,596
11,564,591
11,562,589
11,562,586
11,560,583
11,560,579
11,558,578
11,558,573
11,556,571
11,556,568
11,554,566
11,554,562
11,552,560
11,552,556
11,550,554
11,550,551
11,548,549
11,548,545
11,546,543
11,546,540
11,544,538
11,544,534
11,542,532
11,542,529
11,540,527
11,540,523
11,538,521
11,538,518
11,536,515
11,536,512
11,534,510
11,534,506
11,532,504
11,532,501
11,530,499
11,530,496
11,528,494
11,528,491
11,526,488
11,526,484
11,524,483
11,524,480
11,522,477
11,522,474
11,520,472
11,520,469
11,518,467
11,518,464
11,516,461
11,516,458
11,514,456
11,514,452
11,512,450
12,512,444
12,514,448
12,514,451
12,516,453
12,516,456
12,518,459
12,518,462
12,520,464
12,520,467
12,522,470
12,522,472
12,528,483
12,528,486
12,532,493
12,532,495
12,534,498
12,534,500
12,536,502
12,536,504
12,538,507
12,538,510
12,540,512
12,540,514
12,542,517
12,542,519
12,544,521
12,544,524
12,546,527
12,546,529
12,548,531
12,548,534
12,550,536
12,550,538
12,554,546
12,555,551
12,558,556
12,558,559
12,561,564
12,562,569
12,564,571
12,564,574
12,568,582
12,568,585
12,570,587
12,571,592
12,574,597
12,574,600
12,577,605
12,580,616
12,582,618
12,582,620
12,584,623
12,584,626
12,588,634
12,588,637
12,589,638
12,590,643
12,592,645
12,592,648
12,594,651
12,596,659
12,598,661
12,598,665
12,600,667
12,600,669
12,602,673
12,602,676
12,603,676
12,602,675
12,600,667
12,598,664
12,598,661
12,596,659
12,595,653
12,592,648
12,592,645
12,590,643
12,590,640
12,588,637
12,588,634
12,584,626
12,584,623
12,582,620
12,582,618
12,580,616
12,580,613
12,578,610
12,576,602
12,574,599
12,574,597
12,571,592
12,570,587
12,566,579
12,566,576
12,564,573
12,564,571
12,562,569
12,560,561
12,558,558
12,558,556
12,556,553
12,556,551
12,554,548
12,554,546
12,552,543
12,552,541
12,550,538
12,550,536
12,548,533
12,548,531
12,546,529
12,546,526
12,540,514
12,540,512
12,538,509
12,538,507
12,536,504
12,536,502
12,532,495
12,532,493
12,530,490
12,530,488
12,528,485
12,528,483
12,526,480
12,526,478
12,524,476
12,524,474
12,520,467
12,520,464
12,518,461
12,518,458
12,516,456
12,516,453
12,514,450
12,514,447
13,516,443
13,527,465
13,532,472
13,533,476
13,536,479
13,539,486
13,544,493
13,548,502
13,551,505
13,552,509
13,556,514
13,560,523
13,562,525
13,565,532
13,567,534
13,570,541
13,572,543
13,572,545
13,574,547
13,578,556
13,580,558
13,584,567
13,586,569
13,587,573
13,591,579
13,595,588
13,597,590
13,597,592
13,601,598
13,613,623
13,615,625
13,622,639
13,622,641
13,624,643
13,632,659
13,632,661
13,634,663
13,640,676
13,641,676
13,639,674
13,631,658
13,631,656
13,629,654
13,621,638
13,621,636
13,619,634
13,615,625
13,613,623
13,611,619
13,611,617
13,609,615
13,605,607
13,605,605
13,599,596
13,599,594
13,597,592
13,597,590
13,595,588
13,595,586
13,593,584
13,589,575
13,587,573
13,587,571
13,584,565
13,582,563
13,571,541
13,565,532
13,565,530
13,559,521
13,559,519
13,557,517
13,551,505
13,546,498
13,544,493
13,542,491
13,539,484
13,534,477
13,532,472
13,527,465
13,525,461
13,525,459
13,521,454
13,521,452
13,519,450
14,521,442
14,522,445
14,526,449
14,531,458
14,535,462
14,540,470
14,544,474
14,546,478
14,548,479
14,550,483
14,555,488
14,560,496
14,570,508
14,572,512
14,575,515
14,576,518
14,583,526
14,589,536
14,595,543
14,600,552
14,609,563
14,614,572
14,618,576
14,625,588
14,628,591
14,636,604
14,639,607
14,645,618
14,649,622
14,650,625
14,659,637
14,663,645
14,670,654
14,671,657
14,675,662
14,676,665
14,679,668
14,683,676
14,684,676
14,679,668
14,676,665
14,667,649
14,665,648
14,661,640
14,656,634
14,655,631
14,652,628
14,651,625
14,646,619
14,645,616
14,642,613
14,641,610
14,636,604
14,631,595
14,628,592
14,627,589
14,626,589
14,623,585
14,617,574
14,615,573
14,605,557
14,603,556
14,602,553
14,597,547
14,596,544
14,592,540
14,591,537
14,587,533
14,586,530
14,579,522
14,571,509
14,566,504
14,565,501
14,559,494
14,557,490
14,553,486
14,553,485
14,551,484
14,549,480
14,545,476
14,537,464
14,536,464
14,532,459
14,531,456
14,528,453
14,527,450
14,525,447
14,523,446
15,536,445
15,543,453
15,545,453
15,547,456
15,560,465
15,568,473
15,577,480
15,621,523
15,622,523
15,680,581
15,684,587
15,685,587
15,689,592
15,690,592
15,698,601
15,710,612
15,754,660
15,755,660
15,769,676
15,770,676
15,724,626
15,723,626
15,713,615
15,711,614
15,704,605
15,703,605
15,702,603
15,701,603
15,698,599
15,680,582
15,667,567
15,666,567
15,571,474
15,559,464
15,551,459
15,545,453
15,539,449
16,532,440
16,539,447
16,546,451
16,547,453
16,576,471
16,577,473
16,590,481
16,598,488
16,605,492
16,619,503
16,622,504
16,634,514
16,648,523
16,649,525
16,663,534
16,672,542
16,683,549
16,689,555
16,705,566
16,735,591
16,749,601
16,815,656
16,831,671
16,834,672
16,775,622
16,753,605
16,752,603
16,733,589
16,704,565
16,692,557
16,682,548
16,671,541
16,662,533
16,652,527
16,640,517
16,615,500
16,590,481
16,580,475
16,576,471
16,549,454
16,541,448
16,534,440
17,536,438
17,536,441
17,542,445
17,561,454
17,598,475
17,667,509
17,757,560
17,839,612
17,889,647
17,891,647
17,896,652
17,927,673
17,929,676
17,932,676
17,862,627
17,764,564
17,671,511
17,604,478
17,580,464
17,544,446
17,538,441
17,538,438
18,751,0
18,750,0
18,748,4
18,723,33
18,713,43
18,713,44
18,711,45
18,711,46
18,664,96
18,664,97
18,661,99
18,661,100
18,658,102
18,658,103
18,656,104
18,656,105
18,653,107
18,653,108
18,647,113
18,647,114
18,642,118
18,642,119
18,639,121
18,639,122
18,637,123
18,637,124
18,605,156
18,604,156
18,583,177
18,567,191
18,564,196
18,542,220
18,532,235
18,542,220
18,544,219
18,548,213
18,565,195
18,565,194
18,603,157
18,604,157
18,640,121
18,641,121
18,641,120
18,650,111
18,651,111
18,651,110
18,656,106
18,660,101
18,661,101
18,666,94
18,716,41
19,675,0
19,672,6
19,668,11
19,666,16
19,657,28
19,657,30
19,649,41
19,647,46
19,644,49
19,638,58
19,637,61
19,634,64
19,631,70
19,622,82
19,617,91
19,613,95
19,611,100
19,601,113
19,601,115
19,597,121
19,594,124
19,584,140
19,581,143
19,575,153
19,567,163
19,567,165
19,565,168
19,563,169
19,562,172
19,557,178
19,557,180
19,552,186
19,551,189
19,547,194
19,547,196
19,545,199
19,543,200
19,541,204
19,541,206
19,537,211
19,537,213
19,531,223
19,531,225
19,528,230
19,528,232
19,534,217
19,536,215
19,539,208
19,547,196
19,552,186
19,556,182
19,558,177
19,562,171
19,566,167
19,568,162
19,572,156
19,576,152
19,579,146
19,587,136
19,588,133
19,594,124
19,598,120
19,599,117
19,606,108
19,609,102
19,615,93
19,618,90
19,619,87
19,625,78
19,628,75
19,629,72
19,635,63
19,638,60
19,638,58
19,644,49
19,646,48
19,649,41
19,656,32
19,658,27
19,666,16
19,668,11
19,672,6
20,633,2
20,632,4
20,632,7
20,630,9
20,628,13
20,628,15
20,626,17
20,622,25
20,622,27
20,620,29
20,618,33
20,618,35
20,616,37
20,616,39
20,614,43
20,612,45
20,612,47
20,610,51
20,608,53
20,608,55
20,606,57
20,606,59
20,604,63
20,602,65
20,602,67
20,600,71
20,598,73
20,598,75
20,596,77
20,596,79
20,594,83
20,592,85
20,592,87
20,590,89
20,588,93
20,588,95
20,586,97
20,582,105
20,582,107
20,580,109
20,578,113
20,578,115
20,576,117
20,572,126
20,570,128
20,568,132
20,568,134
20,566,136
20,566,138
20,564,140
20,562,144
20,562,146
20,560,148
20,558,152
20,558,154
20,556,156
20,556,158
20,554,160
20,552,164
20,552,166
20,550,168
20,548,172
20,548,174
20,546,176
20,546,178
20,544,180
20,542,184
20,542,186
20,538,193
20,538,195
20,536,197
20,536,199
20,532,206
20,532,209
20,530,212
20,530,214
20,528,216
20,528,220
20,526,222
20,526,226
20,524,229
20,524,233
20,524,230
20,526,226
20,526,223
20,528,220
20,528,217
20,530,214
20,530,212
20,532,209
20,534,202
20,536,200
20,538,193
20,540,191
20,542,184
20,544,182
20,544,180
20,546,178
20,546,176
20,548,174
20,548,172
20,550,170
20,550,168
20,552,166
20,552,164
20,554,162
20,554,160
20,556,158
20,556,156
20,558,154
20,558,152
20,560,150
20,560,148
20,562,146
20,562,144
20,564,142
20,564,140
20,566,138
20,566,136
20,568,134
20,568,132
20,570,130
20,570,128
20,574,123
20,574,121
20,576,119
20,576,117
20,578,115
20,578,113
20,580,111
20,580,109
20,582,107
20,582,105
20,584,103
20,584,101
20,586,99
20,586,97
20,588,95
20,588,93
20,590,91
20,590,89
20,592,87
20,594,82
20,596,80
20,596,78
20,598,76
20,598,74
20,600,72
20,600,70
20,604,62
20,606,60
20,606,58
20,608,56
20,608,54
20,610,52
20,610,50
20,614,42
20,616,40
20,618,33
20,620,31
20,620,29
20,622,27
20,622,25
20,624,21
20,626,19
20,626,17
20,628,15
20,628,13
20,630,11
20,630,9
20,632,7
21,589,0
21,588,4
21,587,5
21,587,7
21,586,8
21,586,10
21,585,11
21,585,13
21,584,14
21,584,17
21,583,18
21,582,23
21,580,26
21,579,33
21,578,34
21,577,39
21,574,45
21,574,49
21,571,55
21,571,57
21,569,61
21,569,64
21,568,65
21,568,67
21,566,70
21,566,72
21,564,76
21,564,80
21,561,86
21,561,88
21,559,91
21,559,95
21,557,98
21,556,103
21,554,106
21,554,110
21,553,111
21,553,113
21,551,116
21,551,118
21,549,122
21,549,126
21,547,129
21,547,131
21,544,137
21,544,140
21,543,141
21,541,149
21,539,152
21,539,157
21,537,160
21,537,162
21,534,168
21,534,172
21,533,173
21,533,175
21,532,176
21,532,178
21,531,179
21,531,181
21,529,185
21,529,189
21,528,190
21,528,192
21,526,196
21,526,199
21,524,202
21,524,207
21,523,208
21,523,211
21,522,212
21,522,215
21,521,216
21,521,219
21,520,220
21,520,224
21,519,225
21,519,231
21,519,225
21,520,224
21,520,220
21,521,219
21,521,216
21,522,215
21,522,212
21,523,211
21,523,208
21,524,207
21,524,202
21,526,199
21,526,196
21,527,195
21,527,193
21,529,189
21,530,182
21,531,181
21,531,179
21,532,178
21,532,176
21,534,172
21,534,168
21,537,162
21,537,160
21,539,157
21,539,152
21,541,149
21,541,147
21,542,146
21,542,144
21,544,140
21,544,137
21,546,134
21,547,129
21,549,126
21,550,119
21,554,110
21,554,106
21,556,103
21,557,98
21,559,95
21,559,92
21,560,91
21,561,86
21,564,80
21,564,76
21,565,75
21,566,70
21,568,67
21,571,55
21,574,49
21,574,45
21,577,39
21,577,37
21,579,33
21,579,30
21,580,29
21,580,26
21,582,23
21,582,21
21,584,17
21,584,14
21,585,13
21,585,11
21,586,10
21,586,8
21,587,7
21,587,5
21,588,4
22,557,0
22,556,9
22,555,10
22,555,13
22,554,14
22,554,22
22,552,24
22,552,30
22,551,31
22,551,34
22,550,35
22,550,41
22,548,44
22,548,51
22,546,55
22,546,60
22,544,64
22,544,71
22,542,74
22,542,80
22,540,84
22,540,90
22,538,93
22,538,100
22,537,101
22,537,104
22,536,105
22,536,109
22,534,113
22,534,121
22,532,123
22,532,130
22,530,134
22,530,140
22,528,143
22,528,150
22,527,151
22,527,154
22,526,155
22,526,159
22,525,160
22,525,163
22,524,164
22,524,171
22,522,174
22,522,181
22,521,182
22,521,185
22,520,186
22,520,194
22,518,196
22,518,205
22,517,206
22,517,210
22,516,211
22,516,223
22,515,224
22,515,230
22,515,224
22,516,223
22,516,211
22,517,210
22,517,206
22,518,205
22,518,196
22,520,194
22,520,186
22,521,185
22,521,182
22,522,181
22,522,174
22,524,172
22,524,164
22,526,160
22,526,155
22,527,154
22,527,151
22,528,150
22,528,143
22,530,141
22,530,134
22,532,130
22,532,123
22,534,121
22,534,113
22,536,110
22,536,105
22,537,104
22,537,101
22,538,100
22,538,93
22,540,91
22,540,84
22,542,80
22,542,74
22,544,71
22,544,64
22,546,60
22,546,55
22,548,51
22,548,44
22,550,42
22,550,35
22,551,34
22,551,31
22,552,30
22,552,25
22,554,22
22,554,14
22,556,10
22,556,5
22,557,4
23,496,0
23,496,31
23,497,32
23,497,49
23,498,50
23,498,66
23,499,67
23,499,99
23,500,100
23,500,118
23,501,119
23,501,134
23,502,135
23,502,154
23,503,155
23,503,173
23,504,174
23,504,229
23,504,173
23,503,172
23,503,155
23,502,154
23,502,135
23,501,134
23,501,119
23,500,118
23,500,100
23,499,99
23,499,67
23,498,66
23,498,50
23,497,49
23,497,32
23,496,31
24,455,0
24,456,2
24,456,6
24,457,7
24,457,10
24,458,11
24,458,16
24,459,17
24,459,20
24,460,21
24,460,26
24,461,27
24,461,30
24,462,31
24,462,35
24,463,36
24,463,39
24,464,40
24,464,47
24,465,48
24,465,51
24,466,52
24,466,56
24,467,57
24,467,60
24,468,61
24,468,65
24,469,66
24,469,70
24,470,71
24,470,76
24,471,77
24,471,80
24,472,81
24,472,84
24,473,85
24,473,88
24,474,89
24,474,95
24,475,96
24,475,99
24,476,100
24,476,104
24,477,105
24,477,108
24,478,109
24,478,115
24,479,116
24,479,119
24,480,120
24,480,124
24,481,125
24,481,128
24,482,129
24,482,133
24,483,134
24,483,137
24,484,138
24,484,144
24,485,145
24,485,148
24,486,149
24,486,152
24,487,153
24,487,156
24,488,157
24,488,163
24,489,164
24,489,167
24,490,168
24,490,173
24,491,174
24,491,177
24,492,178
24,492,183
24,493,184
24,493,187
24,494,188
24,494,196
24,495,197
24,495,201
24,496,202
24,496,207
24,497,208
24,497,214
24,498,215
24,498,230
24,498,215
24,497,214
24,497,208
24,496,207
24,496,202
24,495,201
24,495,197
24,494,196
24,494,188
24,493,187
24,493,184
24,492,183
24,492,178
24,491,177
24,491,174
24,490,173
24,490,168
24,489,167
24,489,164
24,488,163
24,488,157
24,487,156
24,487,153
24,486,152
24,486,149
24,485,148
24,485,145
24,484,144
24,484,138
24,483,137
24,483,134
24,482,133
24,482,129
24,481,128
24,481,125
24,480,124
24,480,119
24,478,115
24,478,109
24,477,108
24,477,105
24,476,104
24,476,100
24,475,99
24,475,96
24,474,95
24,474,89
24,473,88
24,473,85
24,472,84
24,472,81
24,471,80
24,471,77
24,470,76
24,470,71
24,469,70
24,468,61
24,467,60
24,467,57
24,466,56
24,466,52
24,465,51
24,465,48
24,464,47
24,464,40
24,463,39
24,463,36
24,462,35
24,462,31
24,461,30
24,461,27
24,460,26
24,460,21
24,459,20
24,459,17
24,458,16
24,458,11
24,457,10
24,457,7
24,456,6
24,456,2
25,416,0
25,416,2
25,418,5
25,418,8
25,420,11
25,420,13
25,421,14
25,424,25
25,426,28
25,429,39
25,431,42
25,431,44
25,432,45
25,435,56
25,438,61
25,439,67
25,441,70
25,443,78
25,445,81
25,446,86
25,448,89
25,448,92
25,451,97
25,452,103
25,454,106
25,455,111
25,457,113
25,458,119
25,460,122
25,461,127
25,463,130
25,463,133
25,466,138
25,466,140
25,467,141
25,470,152
25,472,154
25,472,157
25,473,158
25,474,163
25,478,171
25,478,174
25,479,175
25,480,180
25,482,183
25,482,186
25,483,187
25,483,189
25,484,190
25,484,192
25,485,193
25,485,195
25,488,202
25,488,205
25,489,206
25,489,209
25,490,210
25,490,213
25,491,214
25,491,217
25,492,218
25,492,224
25,493,225
25,493,229
25,494,231
25,493,229
25,493,225
25,492,224
25,492,218
25,491,217
25,491,214
25,490,213
25,490,210
25,489,209
25,488,202
25,486,198
25,486,195
25,485,194
25,484,189
25,482,186
25,482,183
25,480,180
25,480,177
25,479,176
25,478,171
25,476,168
25,474,160
25,472,157
25,472,154
25,470,152
25,469,146
25,467,143
25,467,141
25,466,140
25,465,135
25,463,132
25,463,130
25,461,127
25,461,125
25,460,124
25,457,113
25,455,110
25,455,108
25,453,105
25,451,97
25,449,94
25,448,89
25,446,86
25,445,80
25,442,75
25,442,73
25,441,72
25,438,61
25,436,58
25,434,50
25,432,47
25,430,39
25,428,36
25,428,34
25,426,30
25,426,27
25,423,22
25,423,20
25,420,13
25,420,10
25,418,8
25,418,5
25,416,2
26,374,0
26,374,2
26,377,6
26,384,21
26,386,23
26,386,25
26,389,31
26,391,33
26,394,40
26,396,42
26,398,49
26,401,52
26,404,60
26,406,61
26,406,63
26,410,71
26,412,73
26,414,79
26,418,84
26,418,86
26,420,90
26,422,92
26,424,97
26,426,99
26,426,101
26,428,103
26,431,110
26,436,117
26,436,119
26,438,123
26,440,125
26,450,145
26,452,147
26,454,152
26,456,154
26,456,156
26,459,160
26,464,171
26,466,173
26,468,177
26,468,179
26,470,181
26,474,190
26,476,192
26,476,195
26,480,202
26,480,204
26,482,207
26,484,215
26,486,217
26,486,220
26,488,223
26,488,229
26,488,223
26,486,220
26,486,217
26,483,212
26,483,210
26,480,204
26,480,202
26,476,195
26,476,192
26,474,190
26,472,186
26,472,184
26,470,182
26,459,160
26,457,158
26,456,154
26,454,152
26,452,147
26,450,145
26,446,137
26,446,135
26,444,134
26,442,130
26,442,128
26,438,123
26,438,121
26,436,119
26,436,117
26,434,115
26,428,103
26,426,101
26,426,99
26,424,97
26,422,92
26,420,90
26,418,86
26,418,84
26,414,79
26,413,75
26,410,71
26,410,69
26,408,67
26,406,63
26,406,61
26,404,59
26,402,55
26,402,53
26,399,50
26,396,44
26,396,42
26,394,40
26,391,33
26,389,31
26,386,25
26,386,23
26,384,21
26,377,6
26,374,2
