"year","including.up.to.week.start","including.up.to.week.end","month","province","cases","total.cases","total.deaths","rate.per.100000","fatality.rate","population"
"2011",2011-12-25,2011-12-31,"September","Yala","4","113","0","23.19","0.00",487380
"2011",2011-12-25,2011-12-31,"September","Pattani","14","152","0","23.20","0.00",655259
"2011",2011-12-25,2011-12-31,"September","Narathiwat","28","316","0","42.87","0.00",737162
"2011",2011-12-25,2011-12-31,"September","Loei","36","308","1","49.35","0.32",624066
"2011",2011-12-25,2011-12-31,"September","Phuket","14","217","1","62.89","0.46",345067
"2011",2011-12-25,2011-12-31,"September","Phang Nga","26","284","0","112.20","0.00",253112
"2011",2011-12-25,2011-12-31,"September","Krabi","65","726","1","167.78","0.14",432704
"2011",2011-12-25,2011-12-31,"September","Trang","28","260","0","41.76","0.00",622659
"2011",2011-12-25,2011-12-31,"September","Phatthalung","29","478","0","93.81","0.00",509534
"2011",2011-12-25,2011-12-31,"September","Nakhon Si Thammarat","64","808","1","53.07","0.12",1522561
"2011",2011-12-25,2011-12-31,"September","Surat Thani","18","350","1","34.99","0.29",1000383
"2011",2011-12-25,2011-12-31,"September","Ranong","5","77","0","42.06","0.00",183079
"2011",2011-12-25,2011-12-31,"September","Chumphon","18","283","1","57.76","0.35",489964
"2011",2011-12-25,2011-12-31,"September","Suphan Buri","116","1059","0","125.20","0.00",845850
"2011",2011-12-25,2011-12-31,"September","Yasothon","15","173","0","32.08","0.00",539257
"2011",2011-12-25,2011-12-31,"September","Ubon Ratchathani","114","1132","0","62.43","0.00",1813088
"2011",2011-12-25,2011-12-31,"September","Sisaket","186","2145","0","147.68","0.00",1452471
"2011",2011-12-25,2011-12-31,"September","Amnat Charoen","19","311","0","83.57","0.00",372137
"2011",2011-12-25,2011-12-31,"September","Surin","174","1942","1","140.55","0.05",1381761
"2011",2011-12-25,2011-12-31,"September","Nakhon Ratchasima","309","2479","0","96.01","0.00",2582089
"2011",2011-12-25,2011-12-31,"September","Chaiyaphum","90","843","0","74.77","0.00",1127423
"2011",2011-12-25,2011-12-31,"September","Buriram","3","1023","1","65.84","0.10",1553765
"2011",2011-12-25,2011-12-31,"September","Roi Et","176","1726","3","131.79","0.17",1309708
"2011",2011-12-25,2011-12-31,"September","Maha Sarakham","106","591","0","62.81","0.00",940911
"2011",2011-12-25,2011-12-31,"September","Khon Kaen","130","1161","3","65.68","0.26",1767601
"2011",2011-12-25,2011-12-31,"September","Sakon Nakhon","6","86","1","7.66","1.16",1122905
"2011",2011-12-25,2011-12-31,"September","Nakhon Phanom","20","219","0","31.13","0.00",703392
"2011",2011-12-25,2011-12-31,"September","Mukdahan","7","112","1","32.98","0.89",339575
"2011",2011-12-25,2011-12-31,"September","Kalasin","17","239","2","24.32","0.84",982578
"2011",2011-12-25,2011-12-31,"September","Udon Thani","20","148","0","9.58","0.00",1544786
"2011",2011-12-25,2011-12-31,"September","Nong Khai","21","139","0","27.29","0.00",509395
"2011",2011-12-25,2011-12-31,"September","Nong Bua Lam Phu","3","94","0","18.69","0.00",502868
"2011",2011-12-25,2011-12-31,"September","Nonthaburi","126","1354","1","122.90","0.07",1101743
"2011",2011-12-25,2011-12-31,"September","Trat","41","451","0","204.15","0.00",220921
"2011",2011-12-25,2011-12-31,"September","Rayong","104","1405","4","224.30","0.28",626402
"2011",2011-12-25,2011-12-31,"September","Chonburi","155","1824","0","138.57","0.00",1316293
"2011",2011-12-25,2011-12-31,"September","Chanthaburi","54","814","0","158.18","0.00",514616
"2011",2011-12-25,2011-12-31,"September","Nan","7","45","0","9.45","0.00",476363
"2011",2011-12-25,2011-12-31,"September","Chiang Rai","78","516","1","43.06","0.19",1198218
"2011",2011-12-25,2011-12-31,"September","Samut Prakan","111","1866","4","157.44","0.21",1185180
"2011",2011-12-25,2011-12-31,"September","Sa Kaeo","79","801","1","147.22","0.12",544100
"2011",2011-12-25,2011-12-31,"September","Prachinburi","56","818","0","175.32","0.00",466572
"2011",2011-12-25,2011-12-31,"September","Nakhon Nayok","15","261","0","103.27","0.00",252734
"2011",2011-12-25,2011-12-31,"September","Chachoengsao","218","1883","1","279.40","0.05",673933
"2011",2011-12-25,2011-12-31,"September","Samut Songkhram","43","479","0","246.83","0.00",194057
"2011",2011-12-25,2011-12-31,"September","Samut Sakhon","150","1254","1","254.94","0.08",491887
"2011",2011-12-25,2011-12-31,"September","Prachuap Khiri Khan","66","656","0","128.85","0.00",509134
"2011",2011-12-25,2011-12-31,"September","Phetchaburi","79","801","1","172.62","0.12",464033
"2011",2011-12-25,2011-12-31,"September","Ratchaburi","272","1919","1","228.70","0.05",839075
"2011",2011-12-25,2011-12-31,"September","Nakhon Pathom","156","1411","0","164.02","0.00",860246
"2011",2011-12-25,2011-12-31,"September","Kanchanaburi","73","918","1","109.31","0.11",839776
"2011",2011-12-25,2011-12-31,"September","Sing Buri","1","54","0","25.16","0.00",214661
"2011",2011-12-25,2011-12-31,"September","Saraburi","43","716","0","115.97","0.00",617384
"2011",2011-12-25,2011-12-31,"September","Lopburi","160","1399","0","185.09","0.00",755854
"2011",2011-12-25,2011-12-31,"September","Chai Nat","38","357","0","106.59","0.00",334934
"2011",2011-12-25,2011-12-31,"September","Pathum Thani","56","797","1","80.86","0.13",985643
"2011",2011-12-25,2011-12-31,"September","Ang Thong","16","355","0","124.57","0.00",284970
"2011",2011-12-25,2011-12-31,"September","Bangkok","704","10144","5","177.92","0.05",5701394
"2011",2011-12-25,2011-12-31,"September","Uthai Thani","22","196","0","59.76","0.00",327959
"2011",2011-12-25,2011-12-31,"September","Phichit","99","948","2","171.52","0.21",552690
"2011",2011-12-25,2011-12-31,"September","Nakhon Sawan","156","2629","3","244.90","0.11",1073495
"2011",2011-12-25,2011-12-31,"September","Kamphaeng Phet","83","1174","2","161.46","0.17",727093
"2011",2011-12-25,2011-12-31,"September","Uttaradit","23","346","1","74.79","0.29",462618
"2011",2011-12-25,2011-12-31,"September","Tak","43","666","2","126.69","0.30",525684
"2011",2011-12-25,2011-12-31,"September","Sukhothai","44","829","0","137.76","0.00",601778
"2011",2011-12-25,2011-12-31,"September","Phitsanulok","73","1249","0","146.99","0.00",849692
"2011",2011-12-25,2011-12-31,"September","Phetchabun","73","1229","3","123.39","0.24",996031
"2011",2011-12-25,2011-12-31,"September","Phrae","10","94","0","20.40","0.00",460756
"2011",2011-12-25,2011-12-31,"September","Phayao","5","153","0","31.46","0.00",486304
"2011",2011-12-25,2011-12-31,"September","Mae Hong Son","4","170","0","70.03","0.00",242742
"2011",2011-12-25,2011-12-31,"September","Lamphun","9","99","0","24.47","0.00",404560
"2011",2011-12-25,2011-12-31,"September","Lampang","13","199","0","26.12","0.00",761949
"2011",2011-12-25,2011-12-31,"September","Chiang Mai","49","591","2","36.03","0.34",1640479
"2011",2011-12-25,2011-12-31,"September","Phra Nakhon Si Ayutthaya","83","699","1","89.38","0.14",782096
"2011",2011-12-25,2011-12-31,"October","Songkhla","84","1035","2","76.27","0.19",1357023
"2011",2011-12-25,2011-12-31,"October","Satun","32","333","1","112.06","0.30",297163
"2011",2011-12-25,2011-12-31,"October","Bueng Kan","0","40","0","9.91","0.00",403542
"2011",2011-12-25,2011-12-31,"October","Yala","9","113","0","23.19","0.00",487380
"2011",2011-12-25,2011-12-31,"October","Pattani","11","152","0","23.20","0.00",655259
"2011",2011-12-25,2011-12-31,"October","Narathiwat","16","316","0","42.87","0.00",737162
"2011",2011-12-25,2011-12-31,"October","Loei","16","308","1","49.35","0.32",624066
"2011",2011-12-25,2011-12-31,"October","Phuket","21","217","1","62.89","0.46",345067
"2011",2011-12-25,2011-12-31,"October","Phang Nga","16","284","0","112.20","0.00",253112
"2011",2011-12-25,2011-12-31,"October","Krabi","50","726","1","167.78","0.14",432704
"2011",2011-12-25,2011-12-31,"October","Trang","21","260","0","41.76","0.00",622659
"2011",2011-12-25,2011-12-31,"October","Phatthalung","55","478","0","93.81","0.00",509534
"2011",2011-12-25,2011-12-31,"October","Nakhon Si Thammarat","49","808","1","53.07","0.12",1522561
"2011",2011-12-25,2011-12-31,"October","Surat Thani","26","350","1","34.99","0.29",1000383
"2011",2011-12-25,2011-12-31,"October","Ranong","5","77","0","42.06","0.00",183079
"2011",2011-12-25,2011-12-31,"October","Chumphon","17","283","1","57.76","0.35",489964
"2011",2011-12-25,2011-12-31,"October","Suphan Buri","62","1059","0","125.20","0.00",845850
"2011",2011-12-25,2011-12-31,"October","Yasothon","10","173","0","32.08","0.00",539257
"2011",2011-12-25,2011-12-31,"October","Ubon Ratchathani","47","1132","0","62.43","0.00",1813088
"2011",2011-12-25,2011-12-31,"October","Sisaket","88","2145","0","147.68","0.00",1452471
"2011",2011-12-25,2011-12-31,"October","Amnat Charoen","3","311","0","83.57","0.00",372137
"2011",2011-12-25,2011-12-31,"October","Surin","63","1942","1","140.55","0.05",1381761
"2011",2011-12-25,2011-12-31,"October","Nakhon Ratchasima","154","2479","0","96.01","0.00",2582089
"2011",2011-12-25,2011-12-31,"October","Chaiyaphum","54","843","0","74.77","0.00",1127423
"2011",2011-12-25,2011-12-31,"October","Buriram","1","1023","1","65.84","0.10",1553765
"2011",2011-12-25,2011-12-31,"October","Roi Et","66","1726","3","131.79","0.17",1309708
"2011",2011-12-25,2011-12-31,"October","Maha Sarakham","41","591","0","62.81","0.00",940911
"2011",2011-12-25,2011-12-31,"October","Khon Kaen","83","1161","3","65.68","0.26",1767601
"2011",2011-12-25,2011-12-31,"October","Sakon Nakhon","6","86","1","7.66","1.16",1122905
"2011",2011-12-25,2011-12-31,"October","Nakhon Phanom","10","219","0","31.13","0.00",703392
"2011",2011-12-25,2011-12-31,"October","Mukdahan","2","112","1","32.98","0.89",339575
"2011",2011-12-25,2011-12-31,"October","Kalasin","10","239","2","24.32","0.84",982578
"2011",2011-12-25,2011-12-31,"October","Udon Thani","8","148","0","9.58","0.00",1544786
"2011",2011-12-25,2011-12-31,"October","Nong Khai","2","139","0","27.29","0.00",509395
"2011",2011-12-25,2011-12-31,"October","Nong Bua Lam Phu","0","94","0","18.69","0.00",502868
"2011",2011-12-25,2011-12-31,"October","Nonthaburi","76","1354","1","122.90","0.07",1101743
"2011",2011-12-25,2011-12-31,"October","Trat","19","451","0","204.15","0.00",220921
"2011",2011-12-25,2011-12-31,"October","Rayong","103","1405","4","224.30","0.28",626402
"2011",2011-12-25,2011-12-31,"October","Chonburi","109","1824","0","138.57","0.00",1316293
"2011",2011-12-25,2011-12-31,"October","Chanthaburi","42","814","0","158.18","0.00",514616
"2011",2011-12-25,2011-12-31,"October","Nan","1","45","0","9.45","0.00",476363
"2011",2011-12-25,2011-12-31,"October","Chiang Rai","21","516","1","43.06","0.19",1198218
"2011",2011-12-25,2011-12-31,"October","Samut Prakan","114","1866","4","157.44","0.21",1185180
"2011",2011-12-25,2011-12-31,"October","Sa Kaeo","27","801","1","147.22","0.12",544100
"2011",2011-12-25,2011-12-31,"October","Prachinburi","40","818","0","175.32","0.00",466572
"2011",2011-12-25,2011-12-31,"October","Nakhon Nayok","11","261","0","103.27","0.00",252734
"2011",2011-12-25,2011-12-31,"October","Chachoengsao","159","1883","1","279.40","0.05",673933
"2011",2011-12-25,2011-12-31,"October","Samut Songkhram","33","479","0","246.83","0.00",194057
"2011",2011-12-25,2011-12-31,"October","Samut Sakhon","165","1254","1","254.94","0.08",491887
"2011",2011-12-25,2011-12-31,"October","Prachuap Khiri Khan","41","656","0","128.85","0.00",509134
"2011",2011-12-25,2011-12-31,"October","Phetchaburi","34","801","1","172.62","0.12",464033
"2011",2011-12-25,2011-12-31,"October","Ratchaburi","200","1919","1","228.70","0.05",839075
"2011",2011-12-25,2011-12-31,"October","Nakhon Pathom","158","1411","0","164.02","0.00",860246
"2011",2011-12-25,2011-12-31,"October","Kanchanaburi","69","918","1","109.31","0.11",839776
"2011",2011-12-25,2011-12-31,"October","Sing Buri","0","54","0","25.16","0.00",214661
"2011",2011-12-25,2011-12-31,"October","Saraburi","28","716","0","115.97","0.00",617384
"2011",2011-12-25,2011-12-31,"October","Lopburi","124","1399","0","185.09","0.00",755854
"2011",2011-12-25,2011-12-31,"October","Chai Nat","30","357","0","106.59","0.00",334934
"2011",2011-12-25,2011-12-31,"October","Pathum Thani","25","797","1","80.86","0.13",985643
"2011",2011-12-25,2011-12-31,"October","Ang Thong","27","355","0","124.57","0.00",284970
"2011",2011-12-25,2011-12-31,"October","Bangkok","767","10144","5","177.92","0.05",5701394
"2011",2011-12-25,2011-12-31,"October","Uthai Thani","12","196","0","59.76","0.00",327959
"2011",2011-12-25,2011-12-31,"October","Phichit","46","948","2","171.52","0.21",552690
"2011",2011-12-25,2011-12-31,"October","Nakhon Sawan","93","2629","3","244.90","0.11",1073495
"2011",2011-12-25,2011-12-31,"October","Kamphaeng Phet","61","1174","2","161.46","0.17",727093
"2011",2011-12-25,2011-12-31,"October","Uttaradit","10","346","1","74.79","0.29",462618
"2011",2011-12-25,2011-12-31,"October","Tak","31","666","2","126.69","0.30",525684
"2011",2011-12-25,2011-12-31,"October","Sukhothai","28","829","0","137.76","0.00",601778
"2011",2011-12-25,2011-12-31,"October","Phitsanulok","45","1249","0","146.99","0.00",849692
"2011",2011-12-25,2011-12-31,"October","Phetchabun","42","1229","3","123.39","0.24",996031
"2011",2011-12-25,2011-12-31,"October","Phrae","1","94","0","20.40","0.00",460756
"2011",2011-12-25,2011-12-31,"October","Phayao","1","153","0","31.46","0.00",486304
"2011",2011-12-25,2011-12-31,"October","Mae Hong Son","2","170","0","70.03","0.00",242742
"2011",2011-12-25,2011-12-31,"October","Lamphun","4","99","0","24.47","0.00",404560
"2011",2011-12-25,2011-12-31,"October","Lampang","7","199","0","26.12","0.00",761949
"2011",2011-12-25,2011-12-31,"October","Chiang Mai","21","591","2","36.03","0.34",1640479
"2011",2011-12-25,2011-12-31,"October","Phra Nakhon Si Ayutthaya","17","699","1","89.38","0.14",782096
"2011",2011-12-25,2011-12-31,"November","Songkhla","76","1035","2","76.27","0.19",1357023
"2011",2011-12-25,2011-12-31,"November","Satun","32","333","1","112.06","0.30",297163
"2011",2011-12-25,2011-12-31,"November","Bueng Kan","0","40","0","9.91","0.00",403542
"2011",2011-12-25,2011-12-31,"November","Yala","10","113","0","23.19","0.00",487380
"2011",2011-12-25,2011-12-31,"November","Pattani","15","152","0","23.20","0.00",655259
"2011",2011-12-25,2011-12-31,"November","Narathiwat","22","316","0","42.87","0.00",737162
"2011",2011-12-25,2011-12-31,"November","Loei","10","308","1","49.35","0.32",624066
"2011",2011-12-25,2011-12-31,"November","Phuket","7","217","1","62.89","0.46",345067
"2011",2011-12-25,2011-12-31,"November","Phang Nga","11","284","0","112.20","0.00",253112
"2011",2011-12-25,2011-12-31,"November","Krabi","49","726","1","167.78","0.14",432704
"2011",2011-12-25,2011-12-31,"November","Trang","34","260","0","41.76","0.00",622659
"2011",2011-12-25,2011-12-31,"November","Phatthalung","43","478","0","93.81","0.00",509534
"2011",2011-12-25,2011-12-31,"November","Nakhon Si Thammarat","40","808","1","53.07","0.12",1522561
"2011",2011-12-25,2011-12-31,"November","Surat Thani","28","350","1","34.99","0.29",1000383
"2011",2011-12-25,2011-12-31,"November","Ranong","14","77","0","42.06","0.00",183079
"2011",2011-12-25,2011-12-31,"November","Chumphon","16","283","1","57.76","0.35",489964
"2011",2011-12-25,2011-12-31,"November","Suphan Buri","40","1059","0","125.20","0.00",845850
"2011",2011-12-25,2011-12-31,"November","Yasothon","2","173","0","32.08","0.00",539257
"2011",2011-12-25,2011-12-31,"November","Ubon Ratchathani","24","1132","0","62.43","0.00",1813088
"2011",2011-12-25,2011-12-31,"November","Sisaket","41","2145","0","147.68","0.00",1452471
"2011",2011-12-25,2011-12-31,"November","Amnat Charoen","7","311","0","83.57","0.00",372137
"2011",2011-12-25,2011-12-31,"November","Surin","29","1942","1","140.55","0.05",1381761
"2011",2011-12-25,2011-12-31,"November","Nakhon Ratchasima","148","2479","0","96.01","0.00",2582089
"2011",2011-12-25,2011-12-31,"November","Chaiyaphum","45","843","0","74.77","0.00",1127423
"2011",2011-12-25,2011-12-31,"November","Buriram","13","1023","1","65.84","0.10",1553765
"2011",2011-12-25,2011-12-31,"November","Roi Et","45","1726","3","131.79","0.17",1309708
"2011",2011-12-25,2011-12-31,"November","Maha Sarakham","30","591","0","62.81","0.00",940911
"2011",2011-12-25,2011-12-31,"November","Khon Kaen","46","1161","3","65.68","0.26",1767601
"2011",2011-12-25,2011-12-31,"November","Sakon Nakhon","0","86","1","7.66","1.16",1122905
"2011",2011-12-25,2011-12-31,"November","Nakhon Phanom","3","219","0","31.13","0.00",703392
"2011",2011-12-25,2011-12-31,"November","Mukdahan","0","112","1","32.98","0.89",339575
"2011",2011-12-25,2011-12-31,"November","Kalasin","3","239","2","24.32","0.84",982578
"2011",2011-12-25,2011-12-31,"November","Udon Thani","6","148","0","9.58","0.00",1544786
"2011",2011-12-25,2011-12-31,"November","Nong Khai","6","139","0","27.29","0.00",509395
"2011",2011-12-25,2011-12-31,"November","Nong Bua Lam Phu","0","94","0","18.69","0.00",502868
"2011",2011-12-25,2011-12-31,"November","Nonthaburi","86","1354","1","122.90","0.07",1101743
"2011",2011-12-25,2011-12-31,"November","Trat","9","451","0","204.15","0.00",220921
"2011",2011-12-25,2011-12-31,"November","Rayong","110","1405","4","224.30","0.28",626402
"2011",2011-12-25,2011-12-31,"November","Chonburi","128","1824","0","138.57","0.00",1316293
"2011",2011-12-25,2011-12-31,"November","Chanthaburi","42","814","0","158.18","0.00",514616
"2011",2011-12-25,2011-12-31,"November","Nan","0","45","0","9.45","0.00",476363
"2011",2011-12-25,2011-12-31,"November","Chiang Rai","20","516","1","43.06","0.19",1198218
"2011",2011-12-25,2011-12-31,"November","Samut Prakan","78","1866","4","157.44","0.21",1185180
"2011",2011-12-25,2011-12-31,"November","Sa Kaeo","21","801","1","147.22","0.12",544100
"2011",2011-12-25,2011-12-31,"November","Prachinburi","40","818","0","175.32","0.00",466572
"2011",2011-12-25,2011-12-31,"November","Nakhon Nayok","6","261","0","103.27","0.00",252734
"2011",2011-12-25,2011-12-31,"November","Chachoengsao","151","1883","1","279.40","0.05",673933
"2011",2011-12-25,2011-12-31,"November","Samut Songkhram","48","479","0","246.83","0.00",194057
"2011",2011-12-25,2011-12-31,"November","Samut Sakhon","130","1254","1","254.94","0.08",491887
"2011",2011-12-25,2011-12-31,"November","Prachuap Khiri Khan","31","656","0","128.85","0.00",509134
"2011",2011-12-25,2011-12-31,"November","Phetchaburi","37","801","1","172.62","0.12",464033
"2011",2011-12-25,2011-12-31,"November","Ratchaburi","239","1919","1","228.70","0.05",839075
"2011",2011-12-25,2011-12-31,"November","Nakhon Pathom","140","1411","0","164.02","0.00",860246
"2011",2011-12-25,2011-12-31,"November","Kanchanaburi","70","918","1","109.31","0.11",839776
"2011",2011-12-25,2011-12-31,"November","Sing Buri","1","54","0","25.16","0.00",214661
"2011",2011-12-25,2011-12-31,"November","Saraburi","35","716","0","115.97","0.00",617384
"2011",2011-12-25,2011-12-31,"November","Lopburi","133","1399","0","185.09","0.00",755854
"2011",2011-12-25,2011-12-31,"November","Chai Nat","34","357","0","106.59","0.00",334934
"2011",2011-12-25,2011-12-31,"November","Pathum Thani","34","797","1","80.86","0.13",985643
"2011",2011-12-25,2011-12-31,"November","Ang Thong","18","355","0","124.57","0.00",284970
"2011",2011-12-25,2011-12-31,"November","Bangkok","1087","10144","5","177.92","0.05",5701394
"2011",2011-12-25,2011-12-31,"November","Uthai Thani","16","196","0","59.76","0.00",327959
"2011",2011-12-25,2011-12-31,"November","Phichit","31","948","2","171.52","0.21",552690
"2011",2011-12-25,2011-12-31,"November","Nakhon Sawan","65","2629","3","244.90","0.11",1073495
"2011",2011-12-25,2011-12-31,"November","Kamphaeng Phet","52","1174","2","161.46","0.17",727093
"2011",2011-12-25,2011-12-31,"November","Uttaradit","19","346","1","74.79","0.29",462618
"2011",2011-12-25,2011-12-31,"November","Tak","27","666","2","126.69","0.30",525684
"2011",2011-12-25,2011-12-31,"November","Sukhothai","14","829","0","137.76","0.00",601778
"2011",2011-12-25,2011-12-31,"November","Phitsanulok","38","1249","0","146.99","0.00",849692
"2011",2011-12-25,2011-12-31,"November","Phetchabun","23","1229","3","123.39","0.24",996031
"2011",2011-12-25,2011-12-31,"November","Phrae","2","94","0","20.40","0.00",460756
"2011",2011-12-25,2011-12-31,"November","Phayao","1","153","0","31.46","0.00",486304
"2011",2011-12-25,2011-12-31,"November","Mae Hong Son","3","170","0","70.03","0.00",242742
"2011",2011-12-25,2011-12-31,"November","Lamphun","5","99","0","24.47","0.00",404560
"2011",2011-12-25,2011-12-31,"November","Lampang","5","199","0","26.12","0.00",761949
"2011",2011-12-25,2011-12-31,"November","Chiang Mai","39","591","2","36.03","0.34",1640479
"2011",2011-12-25,2011-12-31,"November","Phra Nakhon Si Ayutthaya","17","699","1","89.38","0.14",782096
"2011",2011-12-25,2011-12-31,"December","Songkhla","56","1035","2","76.27","0.19",1357023
"2011",2011-12-25,2011-12-31,"December","Satun","22","333","1","112.06","0.30",297163
"2011",2011-12-25,2011-12-31,"December","Bueng Kan","0","40","0","9.91","0.00",403542
"2011",2011-12-25,2011-12-31,"December","Yala","5","113","0","23.19","0.00",487380
"2011",2011-12-25,2011-12-31,"December","Pattani","6","152","0","23.20","0.00",655259
"2011",2011-12-25,2011-12-31,"December","Narathiwat","37","316","0","42.87","0.00",737162
"2011",2011-12-25,2011-12-31,"December","Loei","2","308","1","49.35","0.32",624066
"2011",2011-12-25,2011-12-31,"December","Phuket","17","217","1","62.89","0.46",345067
"2011",2011-12-25,2011-12-31,"December","Phang Nga","12","284","0","112.20","0.00",253112
"2011",2011-12-25,2011-12-31,"December","Krabi","66","726","1","167.78","0.14",432704
"2011",2011-12-25,2011-12-31,"December","Trang","10","260","0","41.76","0.00",622659
"2011",2011-12-25,2011-12-31,"December","Phatthalung","50","478","0","93.81","0.00",509534
"2011",2011-12-25,2011-12-31,"December","Nakhon Si Thammarat","18","808","1","53.07","0.12",1522561
"2011",2011-12-25,2011-12-31,"December","Surat Thani","18","350","1","34.99","0.29",1000383
"2011",2011-12-25,2011-12-31,"December","Ranong","1","77","0","42.06","0.00",183079
"2011",2011-12-25,2011-12-31,"December","Chumphon","4","283","1","57.76","0.35",489964
"2011",2011-12-25,2011-12-31,"December","Suphan Buri","24","1059","0","125.20","0.00",845850
"2011",2011-12-25,2011-12-31,"December","Yasothon","0","173","0","32.08","0.00",539257
"2011",2011-12-25,2011-12-31,"December","Ubon Ratchathani","2","1132","0","62.43","0.00",1813088
"2011",2011-12-25,2011-12-31,"December","Sisaket","20","2145","0","147.68","0.00",1452471
"2011",2011-12-25,2011-12-31,"December","Amnat Charoen","3","311","0","83.57","0.00",372137
"2011",2011-12-25,2011-12-31,"December","Surin","11","1942","1","140.55","0.05",1381761
"2011",2011-12-25,2011-12-31,"December","Nakhon Ratchasima","65","2479","0","96.01","0.00",2582089
"2011",2011-12-25,2011-12-31,"December","Chaiyaphum","13","843","0","74.77","0.00",1127423
"2011",2011-12-25,2011-12-31,"December","Buriram","16","1023","1","65.84","0.10",1553765
"2011",2011-12-25,2011-12-31,"December","Roi Et","11","1726","3","131.79","0.17",1309708
"2011",2011-12-25,2011-12-31,"December","Maha Sarakham","5","591","0","62.81","0.00",940911
"2011",2011-12-25,2011-12-31,"December","Khon Kaen","35","1161","3","65.68","0.26",1767601
"2011",2011-12-25,2011-12-31,"December","Sakon Nakhon","0","86","1","7.66","1.16",1122905
"2011",2011-12-25,2011-12-31,"December","Nakhon Phanom","5","219","0","31.13","0.00",703392
"2011",2011-12-25,2011-12-31,"December","Mukdahan","0","112","1","32.98","0.89",339575
"2011",2011-12-25,2011-12-31,"December","Kalasin","6","239","2","24.32","0.84",982578
"2011",2011-12-25,2011-12-31,"December","Udon Thani","2","148","0","9.58","0.00",1544786
"2011",2011-12-25,2011-12-31,"December","Nong Khai","0","139","0","27.29","0.00",509395
"2011",2011-12-25,2011-12-31,"December","Nong Bua Lam Phu","0","94","0","18.69","0.00",502868
"2011",2011-12-25,2011-12-31,"December","Nonthaburi","35","1354","1","122.90","0.07",1101743
"2011",2011-12-25,2011-12-31,"December","Trat","20","451","0","204.15","0.00",220921
"2011",2011-12-25,2011-12-31,"December","Rayong","67","1405","4","224.30","0.28",626402
"2011",2011-12-25,2011-12-31,"December","Chonburi","64","1824","0","138.57","0.00",1316293
"2011",2011-12-25,2011-12-31,"December","Chanthaburi","10","814","0","158.18","0.00",514616
"2011",2011-12-25,2011-12-31,"December","Nan","0","45","0","9.45","0.00",476363
"2011",2011-12-25,2011-12-31,"December","Chiang Rai","12","516","1","43.06","0.19",1198218
"2011",2011-12-25,2011-12-31,"December","Samut Prakan","45","1866","4","157.44","0.21",1185180
"2011",2011-12-25,2011-12-31,"December","Sa Kaeo","6","801","1","147.22","0.12",544100
"2011",2011-12-25,2011-12-31,"December","Prachinburi","9","818","0","175.32","0.00",466572
"2011",2011-12-25,2011-12-31,"December","Nakhon Nayok","0","261","0","103.27","0.00",252734
"2011",2011-12-25,2011-12-31,"December","Chachoengsao","67","1883","1","279.40","0.05",673933
"2011",2011-12-25,2011-12-31,"December","Samut Songkhram","10","479","0","246.83","0.00",194057
"2011",2011-12-25,2011-12-31,"December","Samut Sakhon","45","1254","1","254.94","0.08",491887
"2011",2011-12-25,2011-12-31,"December","Prachuap Khiri Khan","25","656","0","128.85","0.00",509134
"2011",2011-12-25,2011-12-31,"December","Phetchaburi","10","801","1","172.62","0.12",464033
"2011",2011-12-25,2011-12-31,"December","Ratchaburi","77","1919","1","228.70","0.05",839075
"2011",2011-12-25,2011-12-31,"December","Nakhon Pathom","64","1411","0","164.02","0.00",860246
"2011",2011-12-25,2011-12-31,"December","Kanchanaburi","0","918","1","109.31","0.11",839776
"2011",2011-12-25,2011-12-31,"December","Sing Buri","1","54","0","25.16","0.00",214661
"2011",2011-12-25,2011-12-31,"December","Saraburi","15","716","0","115.97","0.00",617384
"2011",2011-12-25,2011-12-31,"December","Lopburi","34","1399","0","185.09","0.00",755854
"2011",2011-12-25,2011-12-31,"December","Chai Nat","14","357","0","106.59","0.00",334934
"2011",2011-12-25,2011-12-31,"December","Pathum Thani","14","797","1","80.86","0.13",985643
"2011",2011-12-25,2011-12-31,"December","Ang Thong","10","355","0","124.57","0.00",284970
"2011",2011-12-25,2011-12-31,"December","Bangkok","488","10144","5","177.92","0.05",5701394
"2011",2011-12-25,2011-12-31,"December","Uthai Thani","10","196","0","59.76","0.00",327959
"2011",2011-12-25,2011-12-31,"December","Phichit","11","948","2","171.52","0.21",552690
"2011",2011-12-25,2011-12-31,"December","Nakhon Sawan","14","2629","3","244.90","0.11",1073495
"2011",2011-12-25,2011-12-31,"December","Kamphaeng Phet","27","1174","2","161.46","0.17",727093
"2011",2011-12-25,2011-12-31,"December","Uttaradit","2","346","1","74.79","0.29",462618
"2011",2011-12-25,2011-12-31,"December","Tak","14","666","2","126.69","0.30",525684
"2011",2011-12-25,2011-12-31,"December","Sukhothai","4","829","0","137.76","0.00",601778
"2011",2011-12-25,2011-12-31,"December","Phitsanulok","21","1249","0","146.99","0.00",849692
"2011",2011-12-25,2011-12-31,"December","Phetchabun","7","1229","3","123.39","0.24",996031
"2011",2011-12-25,2011-12-31,"December","Phrae","3","94","0","20.40","0.00",460756
"2011",2011-12-25,2011-12-31,"December","Phayao","1","153","0","31.46","0.00",486304
"2011",2011-12-25,2011-12-31,"December","Mae Hong Son","0","170","0","70.03","0.00",242742
"2011",2011-12-25,2011-12-31,"December","Lamphun","0","99","0","24.47","0.00",404560
"2011",2011-12-25,2011-12-31,"December","Lampang","3","199","0","26.12","0.00",761949
