"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Month","Cases","Incidence.Per.100000"
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","January","0",0
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","February","0",0
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","March","4",55.73
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","April","6",83.59
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","May","8",111.45
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","June","3",41.79
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","July","1",13.93
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","August","0",0
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","September","0",0
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","October","0",0
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","November","0",0
"2015","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","December","1",13.93
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","January","1",2
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","February","5",9.99
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","March","6",11.99
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","April","22",43.96
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","May","21",41.96
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","June","14",27.98
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","July","7",13.99
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","August","3",5.99
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","September","2",4
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","October","0",0
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","November","4",7.99
"2015","Planning Area 2.1","IV Botafogo","Flamengo","50043","December","3",5.99
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","January","3",31.05
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","February","0",0
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","March","6",62.11
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","April","8",82.81
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","May","6",62.11
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","June","3",31.05
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","July","4",41.4
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","August","0",0
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","September","0",0
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","October","0",0
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","November","1",10.35
"2015","Planning Area 2.1","IV Botafogo","Glória","9661","December","4",41.4
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","January","2",15.05
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","February","1",7.53
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","March","2",15.05
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","April","4",30.11
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","May","6",45.16
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","June","0",0
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","July","0",0
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","August","0",0
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","September","1",7.53
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","October","0",0
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","November","0",0
"2015","Planning Area 2.1","IV Botafogo","Humaitá","13285","December","1",7.53
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","January","2",4.39
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","February","4",8.78
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","March","11",24.15
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","April","21",46.1
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","May","8",17.56
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","June","10",21.95
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","July","10",21.95
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","August","3",6.59
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","September","0",0
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","October","2",4.39
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","November","2",4.39
"2015","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","December","5",10.98
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","January","0",0
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","February","0",0
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","March","1",14.16
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","April","0",0
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","May","2",28.32
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","June","2",28.32
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","July","1",14.16
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","August","0",0
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","September","0",0
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","October","0",0
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","November","2",28.32
"2015","Planning Area 2.1","IV Botafogo","Urca","7061","December","0",0
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","January","3",2.05
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","February","3",2.05
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","March","21",14.35
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","April","66",45.08
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","May","62",42.35
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","June","51",34.84
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","July","23",15.71
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","August","15",10.25
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","September","3",2.05
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","October","1",0.68
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","November","8",5.46
"2015","Planning Area 2.1","V Copacabana","Copacabana","146392","December","19",12.98
"2015","Planning Area 2.1","V Copacabana","Leme","14799","January","1",6.76
"2015","Planning Area 2.1","V Copacabana","Leme","14799","February","1",6.76
"2015","Planning Area 2.1","V Copacabana","Leme","14799","March","1",6.76
"2015","Planning Area 2.1","V Copacabana","Leme","14799","April","9",60.81
"2015","Planning Area 2.1","V Copacabana","Leme","14799","May","9",60.81
"2015","Planning Area 2.1","V Copacabana","Leme","14799","June","6",40.54
"2015","Planning Area 2.1","V Copacabana","Leme","14799","July","2",13.51
"2015","Planning Area 2.1","V Copacabana","Leme","14799","August","2",13.51
"2015","Planning Area 2.1","V Copacabana","Leme","14799","September","3",20.27
"2015","Planning Area 2.1","V Copacabana","Leme","14799","October","8",54.06
"2015","Planning Area 2.1","V Copacabana","Leme","14799","November","6",40.54
"2015","Planning Area 2.1","V Copacabana","Leme","14799","December","2",13.51
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","January","1",6.25
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","February","2",12.5
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","March","4",25
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","April","10",62.49
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","May","10",62.49
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","June","5",31.24
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","July","0",0
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","August","4",25
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","September","0",0
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","October","0",0
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","November","2",12.5
"2015","Planning Area 2.1","VI Lagoa","Gávea","16003","December","5",31.24
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","January","2",4.68
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","February","1",2.34
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","March","10",23.4
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","April","16",37.43
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","May","12",28.07
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","June","17",39.77
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","July","6",14.04
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","August","0",0
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","September","0",0
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","October","1",2.34
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","November","3",7.02
"2015","Planning Area 2.1","VI Lagoa","Ipanema","42743","December","3",7.02
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","January","1",5.55
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","February","1",5.55
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","March","4",22.21
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","April","7",38.87
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","May","8",44.42
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","June","1",5.55
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","July","0",0
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","August","2",11.11
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","September","0",0
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","October","0",0
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","November","0",0
"2015","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","December","1",5.55
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","January","0",0
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","February","3",14.15
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","March","0",0
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","April","2",9.43
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","May","2",9.43
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","June","2",9.43
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","July","0",0
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","August","1",4.72
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","September","0",0
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","October","0",0
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","November","0",0
"2015","Planning Area 2.1","VI Lagoa","Lagoa","21198","December","3",14.15
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","January","0",0
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","February","1",2.17
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","March","7",15.2
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","April","12",26.06
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","May","15",32.58
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","June","5",10.86
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","July","3",6.52
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","August","1",2.17
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","September","0",0
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","October","0",0
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","November","5",10.86
"2015","Planning Area 2.1","VI Lagoa","Leblon","46044","December","5",10.86
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","January","1",9.11
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","February","1",9.11
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","March","1",9.11
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","April","7",63.75
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","May","6",54.64
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","June","1",9.11
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","July","1",9.11
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","August","0",0
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","September","0",0
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","October","0",0
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","November","0",0
"2015","Planning Area 2.1","VI Lagoa","São Conrado","10980","December","3",27.32
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","January","0",0
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","February","0",0
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","March","1",7.81
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","April","5",39.07
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","May","16",125.03
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","June","11",85.96
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","July","4",31.26
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","August","2",15.63
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","September","2",15.63
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","October","0",0
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","November","1",7.81
"2015","Planning Area 2.1","VI Lagoa","Vidigal","12797","December","3",23.44
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","January","4",5.77
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","February","6",8.65
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","March","7",10.09
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","April","26",37.49
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","May","45",64.88
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","June","19",27.39
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","July","4",5.77
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","August","2",2.88
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","September","2",2.88
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","October","2",2.88
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","November","9",12.98
"2015","Planning Area 2.1","XXVII Rocinha","Rocinha","69356","December","20",28.84
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","January","2",5.08
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","February","1",2.54
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","March","4",10.16
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","April","4",10.16
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","May","14",35.56
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","June","15",38.1
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","July","7",17.78
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","August","0",0
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","September","0",0
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","October","1",2.54
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","November","5",12.7
"2015","Planning Area 2.2","IX Vila Isabel","Andaraí","39365","December","1",2.54
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","January","1",2.59
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","February","1",2.59
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","March","7",18.1
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","April","20",51.72
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","May","28",72.41
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","June","10",25.86
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","July","10",25.86
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","August","1",2.59
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","September","2",5.17
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","October","1",2.59
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","November","1",2.59
"2015","Planning Area 2.2","IX Vila Isabel","Grajaú","38671","December","1",2.59
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","January","3",11.88
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","February","2",7.92
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","March","4",15.84
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","April","26",102.95
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","May","9",35.64
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","June","2",7.92
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","July","1",3.96
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","August","0",0
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","September","1",3.96
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","October","1",3.96
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","November","1",3.96
"2015","Planning Area 2.2","IX Vila Isabel","Maracanã","25256","December","3",11.88
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","January","4",4.65
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","February","4",4.65
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","March","48",55.8
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","April","131",152.29
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","May","157",182.52
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","June","71",82.54
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","July","28",32.55
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","August","8",9.3
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","September","6",6.98
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","October","5",5.81
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","November","6",6.98
"2015","Planning Area 2.2","IX Vila Isabel","Vila Isabel","86018","December","17",19.76
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","January","2",21.41
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","February","0",0
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","March","1",10.7
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","April","3",32.11
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","May","3",32.11
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","June","1",10.7
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","July","0",0
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","August","0",0
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","September","1",10.7
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","October","0",0
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","November","0",0
"2015","Planning Area 2.2","VIII Tijuca","Alto da Boa Vista","9343","December","1",10.7
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","January","0",0
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","February","0",0
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","March","1",11.54
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","April","1",11.54
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","May","4",46.18
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","June","5",57.72
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","July","4",46.18
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","August","2",23.09
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","September","1",11.54
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","October","2",23.09
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","November","2",23.09
"2015","Planning Area 2.2","VIII Tijuca","Praça da Bandeira","8662","December","2",23.09
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","January","7",4.27
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","February","8",4.88
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","March","25",15.26
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","April","56",34.19
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","May","39",23.81
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","June","16",9.77
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","July","7",4.27
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","August","5",3.05
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","September","5",3.05
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","October","5",3.05
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","November","8",4.88
"2015","Planning Area 2.2","VIII Tijuca","Tijuca","163805","December","16",9.77
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","January","1",5.34
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","February","1",5.34
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","March","4",21.38
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","April","14",74.82
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","May","26",138.96
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","June","28",149.64
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","July","9",48.1
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","August","4",21.38
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","September","2",10.69
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","October","1",5.34
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","November","3",16.03
"2015","Planning Area 3.1","X Ramos","Bonsucesso","18711","December","8",42.76
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","January","0",0
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","February","2",5.53
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","March","3",8.3
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","April","19",52.54
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","May","24",66.37
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","June","9",24.89
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","July","4",11.06
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","August","1",2.77
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","September","0",0
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","October","2",5.53
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","November","2",5.53
"2015","Planning Area 3.1","X Ramos","Manguinhos","36160","December","7",19.36
"2015","Planning Area 3.1","X Ramos","Olaria","57514","January","6",10.43
"2015","Planning Area 3.1","X Ramos","Olaria","57514","February","4",6.95
"2015","Planning Area 3.1","X Ramos","Olaria","57514","March","19",33.04
"2015","Planning Area 3.1","X Ramos","Olaria","57514","April","62",107.8
"2015","Planning Area 3.1","X Ramos","Olaria","57514","May","43",74.76
"2015","Planning Area 3.1","X Ramos","Olaria","57514","June","15",26.08
"2015","Planning Area 3.1","X Ramos","Olaria","57514","July","4",6.95
"2015","Planning Area 3.1","X Ramos","Olaria","57514","August","4",6.95
"2015","Planning Area 3.1","X Ramos","Olaria","57514","September","1",1.74
"2015","Planning Area 3.1","X Ramos","Olaria","57514","October","0",0
"2015","Planning Area 3.1","X Ramos","Olaria","57514","November","2",3.48
"2015","Planning Area 3.1","X Ramos","Olaria","57514","December","6",10.43
"2015","Planning Area 3.1","X Ramos","Ramos","40792","January","0",0
"2015","Planning Area 3.1","X Ramos","Ramos","40792","February","0",0
"2015","Planning Area 3.1","X Ramos","Ramos","40792","March","11",26.97
"2015","Planning Area 3.1","X Ramos","Ramos","40792","April","37",90.7
"2015","Planning Area 3.1","X Ramos","Ramos","40792","May","39",95.61
"2015","Planning Area 3.1","X Ramos","Ramos","40792","June","44",107.86
"2015","Planning Area 3.1","X Ramos","Ramos","40792","July","2",4.9
"2015","Planning Area 3.1","X Ramos","Ramos","40792","August","5",12.26
"2015","Planning Area 3.1","X Ramos","Ramos","40792","September","2",4.9
"2015","Planning Area 3.1","X Ramos","Ramos","40792","October","0",0
"2015","Planning Area 3.1","X Ramos","Ramos","40792","November","1",2.45
"2015","Planning Area 3.1","X Ramos","Ramos","40792","December","5",12.26
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","January","2",3.38
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","February","0",0
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","March","4",6.75
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","April","12",20.26
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","May","14",23.64
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","June","27",45.59
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","July","26",43.9
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","August","12",20.26
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","September","3",5.07
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","October","6",10.13
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","November","6",10.13
"2015","Planning Area 3.1","XI Penha","Brás de Pina","59222","December","22",37.15
"2015","Planning Area 3.1","XI Penha","Penha","78678","January","7",8.9
"2015","Planning Area 3.1","XI Penha","Penha","78678","February","2",2.54
"2015","Planning Area 3.1","XI Penha","Penha","78678","March","12",15.25
"2015","Planning Area 3.1","XI Penha","Penha","78678","April","30",38.13
"2015","Planning Area 3.1","XI Penha","Penha","78678","May","50",63.55
"2015","Planning Area 3.1","XI Penha","Penha","78678","June","57",72.45
"2015","Planning Area 3.1","XI Penha","Penha","78678","July","23",29.23
"2015","Planning Area 3.1","XI Penha","Penha","78678","August","6",7.63
"2015","Planning Area 3.1","XI Penha","Penha","78678","September","5",6.36
"2015","Planning Area 3.1","XI Penha","Penha","78678","October","11",13.98
"2015","Planning Area 3.1","XI Penha","Penha","78678","November","2",2.54
"2015","Planning Area 3.1","XI Penha","Penha","78678","December","11",13.98
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","January","0",0
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","February","1",2.09
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","March","2",4.18
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","April","20",41.83
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","May","25",52.28
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","June","12",25.1
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","July","8",16.73
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","August","5",10.46
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","September","3",6.27
"2015","Planning Area 3.1","XI Penha","Penha Circular","47816","October","0",0
