"Year","Province","Month","Cases","Population","Total.Cases","Incidence.Per.100000","Total.Deaths","Fatality.Rate"
"2007","Chaiyaphum","December","20",1119146,"741","66.21","1","0.13"
"2007","Chanthaburi","December","32",502389,"1033","205.62","0","0.00"
"2007","Chiang Mai","December","7",1658298,"656","39.56","0","0.00"
"2007","Chiang Rai","December","1",1225713,"819","66.82","2","0.24"
"2007","Chonburi","December","1",1209290,"184","15.22","2","1.09"
"2007","Chumphon","December","29",478964,"1090","227.57","0","0.00"
"2007","Kalasin","December","29",975562,"1422","145.76","1","0.07"
"2007","Kamphaeng Phet","December","27",728320,"670","91.99","1","0.15"
"2007","Kanchanaburi","December","33",834447,"868","104.02","3","0.35"
"2007","Khon Kaen","December","15",1750500,"944","53.93","0","0.00"
"2007","Krabi","December","39",403363,"663","164.37","0","0.00"
"2007","Lampang","December","3",773790,"237","30.63","1","0.42"
"2007","Lamphun","December","7",405564,"392","96.66","0","0.00"
"2007","Loei","December","6",613303,"293","47.77","0","0.00"
"2007","Lopburi","December","60",752775,"523","69.48","0","0.00"
"2007","Mae Hong Son","December","0",255174,"197","77.20","0","0.00"
"2007","Maha Sarakham","December","2",937686,"791","84.36","0","0.00"
"2007","Mukdahan","December","15",335447,"318","94.80","0","0.00"
"2007","Nakhon Nayok","December","0",250003,"395","158.00","0","0.00"
"2007","Nakhon Pathom","December","47",821905,"1235","150.26","1","0.08"
"2007","Nakhon Phanom","December","0",695351,"398","57.24","0","0.00"
"2007","Nakhon Ratchasima","December","9",2555587,"1346","52.67","1","0.07"
"2007","Nakhon Sawan","December","79",1076015,"1453","135.04","1","0.07"
"2007","Nakhon Si Thammarat","December","27",1510460,"1088","72.03","3","0.28"
"2007","Nan","December","1",477662,"81","16.96","0","0.00"
"2007","Narathiwat","December","0",707171,"1261","178.32","3","0.24"
"2007","Nong Bua Lam Phu","December","0",496692,"111","22.35","1","0.90"
"2007","Nong Khai","December","0",899580,"435","48.36","3","0.69"
"2007","Nonthaburi","December","75",999057,"2179","218.11","1","0.05"
"2007","Pathum Thani","December","46",861338,"560","65.02","0","0.00"
"2007","Pattani","December","35",635730,"1084","170.51","1","0.09"
"2007","Phang Nga","December","2",245394,"253","103.10","0","0.00"
"2007","Phatthalung","December","26",503321,"575","114.24","0","0.00"
"2007","Phayao","December","0",486219,"50","10.28","0","0.00"
"2007","Phetchabun","December","6",1002317,"796","79.42","2","0.25"
"2007","Phetchaburi","December","26",456681,"383","83.87","0","0.00"
"2007","Phichit","December","32",557832,"641","114.91","0","0.00"
"2007","Phitsanulok","December","20",844508,"622","73.65","1","0.16"
"2007","Phrae","December","3",468373,"311","66.40","0","0.00"
"2007","Phuket","December","23",300737,"474","157.61","5","1.05"
"2007","Prachinburi","December","7",453819,"738","162.62","0","0.00"
"2007","Prachuap Khiri Khan","December","41",494416,"692","139.96","3","0.43"
"2007","Ranong","December","1",179850,"98","54.49","1","1.02"
"2007","Ratchaburi","December","36",828930,"1155","139.34","1","0.09"
"2007","Rayong","December","38",573785,"1278","222.73","3","0.23"
"2007","Roi Et","December","18",1310047,"2061","157.32","1","0.05"
"2007","Sa Kaeo","December","3",538344,"479","88.98","0","0.00"
"2007","Sakon Nakhon","December","0",1109046,"669","60.32","0","0.00"
"2007","Samut Prakan","December","113",1107626,"2591","233.92","2","0.08"
"2007","Samut Sakhon","December","20",462510,"783","169.29","2","0.26"
"2007","Samut Songkhram","December","37",194990,"382","195.91","0","0.00"
"2007","Saraburi","December","19",609855,"415","68.05","1","0.24"
"2007","Satun","December","1",281545,"173","61.45","1","0.58"
"2007","Sing Buri","December","11",216969,"52","23.97","0","0.00"
"2007","Sisaket","December","13",1446484,"1618","111.86","3","0.19"
"2007","Songkhla","December","88",1317501,"2305","174.95","5","0.22"
"2007","Sukhothai","December","0",608820,"200","32.85","0","0.00"
"2007","Suphan Buri","December","21",843904,"664","78.68","0","0.00"
"2007","Surat Thani","December","15",960698,"1164","121.16","3","0.26"
"2007","Surin","December","11",1375257,"2620","190.51","4","0.15"
"2007","Tak","December","13",527677,"529","100.25","1","0.19"
"2007","Trang","December","1",607450,"256","42.14","0","0.00"
"2007","Trat","December","10",219949,"199","90.48","1","0.50"
"2007","Ubon Ratchathani","December","3",1783035,"1011","56.70","0","0.00"
"2007","Udon Thani","December","4",1527562,"631","41.31","1","0.16"
"2007","Uthai Thani","December","7",326988,"273","83.49","0","0.00"
"2007","Uttaradit","December","5",467482,"367","78.51","0","0.00"
"2007","Yala","December","9",468252,"761","162.52","0","0.00"
"2007","Yasothon","December","7",540889,"278","51.40","0","0.00"
